,0,1,2
0,0.4999994933605194,0.00220672327268403,0.0026860397070413455
1,0.49999842047691345,,
2,0.4999920725822449,,
3,0.4999943673610687,,
4,0.49999356269836426,,
5,0.4999940097332001,,
6,0.49999183416366577,,
7,0.49997711181640625,,
8,0.4999798536300659,,
9,0.4999476671218872,,
10,0.4999698996543884,,
11,0.49993982911109924,,
12,0.49997520446777344,,
13,0.4998595118522644,,
14,0.4997732639312744,,
15,0.4997650384902954,,
16,0.499284565448761,,
17,0.4995662569999695,,
18,0.4990881681442261,,
19,0.4987257122993469,,
20,0.4977306127548218,,
21,0.4963277578353882,,
22,0.49053263664245605,,
23,0.4921926259994507,,
24,0.4920841157436371,,
25,0.4711329936981201,,
26,0.466301292181015,,
27,0.46165230870246887,,
28,0.4326338469982147,,
29,0.35579168796539307,,
30,0.3753942549228668,,
31,0.31538379192352295,,
32,0.3862086236476898,,
33,0.3578685224056244,,
34,0.34663012623786926,,
35,0.5648813247680664,,
36,0.422820121049881,,
37,0.31407779455184937,,
38,0.4971282184123993,,
39,0.5631155371665955,,
40,0.3646426796913147,,
41,0.375019907951355,,
42,0.4119114875793457,,
43,0.2800586521625519,,
44,0.41119667887687683,,
45,0.3498019278049469,,
46,0.3935317397117615,,
47,0.3542633652687073,,
48,0.3651999831199646,,
49,0.34617745876312256,,
50,0.3801841139793396,,
51,0.30263614654541016,,
52,0.2827059030532837,,
53,0.2905411124229431,,
54,0.272658109664917,,
55,0.35874226689338684,,
56,0.2769486904144287,,
57,0.2134944647550583,,
58,0.23045632243156433,,
59,0.3464784026145935,,
60,0.46321946382522583,,
61,0.24318914115428925,,
62,0.33769139647483826,,
63,0.18349827826023102,,
64,0.40632301568984985,,
65,0.31290826201438904,,
66,0.43279972672462463,,
67,0.2627033591270447,,
68,0.26904499530792236,,
69,0.3378170132637024,,
70,0.3027629554271698,,
71,0.31938427686691284,,
72,0.42292359471321106,,
73,0.34312719106674194,,
74,0.33726072311401367,,
75,0.28274065256118774,,
76,0.32376983761787415,,
77,0.3103591501712799,,
78,0.42236530780792236,,
79,0.2303566336631775,,
80,0.4251813292503357,,
81,0.36703482270240784,,
82,0.24345941841602325,,
83,0.2891393303871155,,
84,0.37052130699157715,,
85,0.35183730721473694,,
86,0.2522567808628082,,
87,0.27117595076560974,,
88,0.269202321767807,,
89,0.2233995646238327,,
90,0.3009723722934723,,
91,0.265552282333374,,
92,0.3598785996437073,,
93,0.34134677052497864,,
94,0.36690613627433777,,
95,0.210196852684021,,
96,0.31693601608276367,,
97,0.30328473448753357,,
98,0.2564896047115326,,
99,0.2094835340976715,,
100,0.24779364466667175,0.4696891858801246,0.9574787022173404
101,0.26298949122428894,,
102,0.3637928366661072,,
103,0.36934006214141846,,
104,0.15115366876125336,,
105,0.3335576355457306,,
106,0.2717142701148987,,
107,0.30739304423332214,,
108,0.30461665987968445,,
109,0.2454688549041748,,
110,0.37177222967147827,,
111,0.3194246292114258,,
112,0.1824152171611786,,
113,0.3750685453414917,,
114,0.2901599705219269,,
115,0.36747661232948303,,
116,0.22918282449245453,,
117,0.27537524700164795,,
118,0.236092209815979,,
119,0.18158671259880066,,
120,0.24799814820289612,,
121,0.4000905156135559,,
122,0.22562065720558167,,
123,0.279552161693573,,
124,0.19420309364795685,,
125,0.2351718544960022,,
126,0.15876616537570953,,
127,0.2655235230922699,,
128,0.2610369324684143,,
129,0.24805213510990143,,
130,0.15849652886390686,,
131,0.25010305643081665,,
132,0.23861302435398102,,
133,0.3163527846336365,,
134,0.29657894372940063,,
135,0.3284870982170105,,
136,0.24267031252384186,,
137,0.3527350425720215,,
138,0.1864447295665741,,
139,0.20101189613342285,,
140,0.18718428909778595,,
141,0.18993985652923584,,
142,0.2816845774650574,,
143,0.3262397348880768,,
144,0.15863212943077087,,
145,0.24102352559566498,,
146,0.3031878173351288,,
147,0.22718742489814758,,
148,0.2413073480129242,,
149,0.22063156962394714,,
150,0.25937655568122864,,
151,0.20378869771957397,,
152,0.1974131017923355,,
153,0.19222301244735718,,
154,0.18665477633476257,,
155,0.2527848184108734,,
156,0.14229482412338257,,
157,0.07475508749485016,,
158,0.20478270947933197,,
159,0.14490997791290283,,
160,0.3094179332256317,,
161,0.23823781311511993,,
162,0.3837752044200897,,
163,0.16042442619800568,,
164,0.19756798446178436,,
165,0.2294193059206009,,
166,0.29574325680732727,,
167,0.21333332359790802,,
168,0.19761744141578674,,
169,0.15982884168624878,,
170,0.31019532680511475,,
171,0.23388175666332245,,
172,0.17737552523612976,,
173,0.4088231325149536,,
174,0.20026402175426483,,
175,0.24820496141910553,,
176,0.13871635496616364,,
177,0.21409717202186584,,
178,0.24053172767162323,,
179,0.23921172320842743,,
180,0.19926771521568298,,
181,0.20861631631851196,,
182,0.21391871571540833,,
183,0.20034083724021912,,
184,0.1681576371192932,,
185,0.21848253905773163,,
186,0.18908733129501343,,
187,0.11816788464784622,,
188,0.34945812821388245,,
189,0.2401767373085022,,
190,0.2878396809101105,,
191,0.1388392299413681,,
192,0.14872276782989502,,
193,0.2803339958190918,,
194,0.1884814351797104,,
195,0.3511435091495514,,
196,0.22359907627105713,,
197,0.22896350920200348,,
198,0.16442449390888214,,
199,0.2791685461997986,,
200,0.20848488807678223,0.5215344974771142,0.9646544866636395
201,0.30357828736305237,,
202,0.3610612452030182,,
203,0.29443374276161194,,
204,0.2052951455116272,,
205,0.18859541416168213,,
206,0.23344841599464417,,
207,0.20966973900794983,,
208,0.27258923649787903,,
209,0.2385282963514328,,
210,0.15775004029273987,,
211,0.11209067702293396,,
212,0.2768164873123169,,
213,0.2034022957086563,,
214,0.32335954904556274,,
215,0.24616727232933044,,
216,0.14336954057216644,,
217,0.2559206187725067,,
218,0.25311338901519775,,
219,0.27887579798698425,,
220,0.3213914930820465,,
221,0.1703825742006302,,
222,0.2778826355934143,,
