,0,1,2
0,0.49999961256980896,0.0011555534151557367,0.001642313020711299
1,0.4999977946281433,,
2,0.4999971091747284,,
3,0.49999716877937317,,
4,0.499997615814209,,
5,0.49999725818634033,,
6,0.5000004768371582,,
7,0.4999983310699463,,
8,0.49999383091926575,,
9,0.4999951720237732,,
10,0.49999314546585083,,
11,0.4999903440475464,,
12,0.49999165534973145,,
13,0.4999927580356598,,
14,0.49998021125793457,,
15,0.49996665120124817,,
16,0.4999679923057556,,
17,0.500004768371582,,
18,0.49998846650123596,,
19,0.4999625086784363,,
20,0.49991223216056824,,
21,0.499942421913147,,
22,0.4997968077659607,,
23,0.49987494945526123,,
24,0.5000199675559998,,
25,0.499778151512146,,
26,0.4997612535953522,,
27,0.4996907711029053,,
28,0.49973422288894653,,
29,0.49917569756507874,,
30,0.4983784258365631,,
31,0.49889326095581055,,
32,0.49878931045532227,,
33,0.49760138988494873,,
34,0.49696871638298035,,
35,0.49471068382263184,,
36,0.49539828300476074,,
37,0.4916844964027405,,
38,0.48408403992652893,,
39,0.48399683833122253,,
40,0.44738006591796875,,
41,0.4823504686355591,,
42,0.44209638237953186,,
43,0.48454388976097107,,
44,0.37595051527023315,,
45,0.3488982915878296,,
46,0.3928409218788147,,
47,0.5550476908683777,,
48,0.3557063341140747,,
49,0.5177759528160095,,
50,0.5093660354614258,,
51,0.4949389696121216,,
52,0.48685914278030396,,
53,0.3776877522468567,,
54,0.30312734842300415,,
55,0.40693557262420654,,
56,0.6207184195518494,,
57,0.3644413948059082,,
58,0.35046204924583435,,
59,0.3876630365848541,,
60,0.411232590675354,,
61,0.47651970386505127,,
62,0.4403883218765259,,
63,0.3838292956352234,,
64,0.38319146633148193,,
65,0.2666418254375458,,
66,0.2716711461544037,,
67,0.3601783812046051,,
68,0.2502533495426178,,
69,0.42708778381347656,,
70,0.3164480924606323,,
71,0.4150402843952179,,
72,0.2367100715637207,,
73,0.616432785987854,,
74,0.46990716457366943,,
75,0.2499893605709076,,
76,0.4000854194164276,,
77,0.2930212616920471,,
78,0.3072064518928528,,
79,0.2820996344089508,,
80,0.388774037361145,,
81,0.24477453529834747,,
82,0.4699937701225281,,
83,0.2857760787010193,,
84,0.38372352719306946,,
85,0.3622579574584961,,
86,0.41424429416656494,,
87,0.3851364254951477,,
88,0.5108321905136108,,
89,0.33311307430267334,,
