,0,1,2
0,0.4988613724708557,0.03025938831269741,0.038425816670060155
1,0.49984169006347656,,
2,0.4991109073162079,,
3,0.49890515208244324,,
4,0.498839795589447,,
5,0.4996824264526367,,
6,0.49803459644317627,,
7,0.4974064826965332,,
8,0.49956241250038147,,
9,0.4974060654640198,,
10,0.49806660413742065,,
11,0.49711838364601135,,
12,0.49123772978782654,,
13,0.49306175112724304,,
14,0.4975692629814148,,
15,0.497021347284317,,
16,0.49232006072998047,,
17,0.4758119285106659,,
18,0.4872820973396301,,
19,0.4853748381137848,,
20,0.4907577633857727,,
21,0.4793374240398407,,
22,0.46110957860946655,,
23,0.4893328547477722,,
24,0.4353334307670593,,
25,0.4425031244754791,,
26,0.4297661781311035,,
27,0.40701454877853394,,
28,0.42044079303741455,,
29,0.4131336212158203,,
30,0.3299007713794708,,
31,0.4152129888534546,,
32,0.40491771697998047,,
33,0.5086126923561096,,
34,0.43545001745224,,
35,0.3800703287124634,,
36,0.4085596799850464,,
37,0.39686915278434753,,
38,0.29977747797966003,,
39,0.3626319468021393,,
40,0.3765921890735626,,
41,0.3813549280166626,,
42,0.4344901740550995,,
43,0.38560137152671814,,
44,0.2837602496147156,,
45,0.32493332028388977,,
46,0.40174195170402527,,
47,0.5245081782341003,,
48,0.4029364287853241,,
49,0.34092020988464355,,
50,0.38438448309898376,,
51,0.3433842957019806,,
52,0.4456736743450165,,
53,0.39234089851379395,,
54,0.2926391065120697,,
55,0.4559798240661621,,
56,0.3907504081726074,,
57,0.4229357838630676,,
58,0.37718823552131653,,
59,0.5951825380325317,,
60,0.4332122802734375,,
61,0.3297661542892456,,
62,0.30641794204711914,,
63,0.3460591733455658,,
64,0.5003034472465515,,
65,0.3778759837150574,,
66,0.3124469220638275,,
67,0.428443968296051,,
68,0.36620956659317017,,
69,0.32856476306915283,,
70,0.5063494443893433,,
71,0.47823190689086914,,
72,0.32969576120376587,,
73,0.3365054130554199,,
74,0.3689592182636261,,
75,0.43561992049217224,,
76,0.302754670381546,,
77,0.3465167284011841,,
78,0.43083280324935913,,
79,0.36727648973464966,,
80,0.40041518211364746,,
81,0.3324558436870575,,
82,0.37349933385849,,
83,0.3144550025463104,,
84,0.2858106195926666,,
85,0.4826798737049103,,
86,0.2611039876937866,,
87,0.3059903085231781,,
88,0.26643961668014526,,
89,0.3567359149456024,,
90,0.47610795497894287,,
91,0.2775169014930725,,
92,0.3266564905643463,,
93,0.45432233810424805,,
94,0.449354350566864,,
95,0.30728548765182495,,
96,0.36768463253974915,,
97,0.2819550037384033,,
98,0.31929418444633484,,
99,0.39276811480522156,,
100,0.2859903573989868,0.3327293226122856,0.6592668690532446
101,0.34102118015289307,,
102,0.3504667580127716,,
103,0.3175038993358612,,
104,0.27887940406799316,,
105,0.43240711092948914,,
106,0.4241042137145996,,
107,0.32936254143714905,,
108,0.2813031077384949,,
109,0.36766573786735535,,
110,0.36528241634368896,,
111,0.4082699120044708,,
112,0.32228684425354004,,
113,0.41918623447418213,,
114,0.27448806166648865,,
115,0.2707904279232025,,
116,0.3144189119338989,,
117,0.27043187618255615,,
118,0.2657410800457001,,
119,0.24513454735279083,,
120,0.18159428238868713,,
121,0.4431705176830292,,
122,0.4459070861339569,,
123,0.2792200744152069,,
124,0.4264914393424988,,
125,0.36729562282562256,,
126,0.31808996200561523,,
127,0.2565135657787323,,
128,0.3628915548324585,,
129,0.3110455274581909,,
130,0.3992733061313629,,
131,0.2716362178325653,,
132,0.24316582083702087,,
133,0.4060122072696686,,
