,0,1,2
0,0.4999963641166687,0.002256670306669548,0.0028376975882565604
1,0.4999978244304657,,
2,0.49999603629112244,,
3,0.4999987483024597,,
4,0.49999287724494934,,
5,0.4999907612800598,,
6,0.4999881386756897,,
7,0.4999970495700836,,
8,0.4999907910823822,,
9,0.49997174739837646,,
10,0.49997657537460327,,
11,0.4999561309814453,,
12,0.49993038177490234,,
13,0.49993300437927246,,
14,0.4998934864997864,,
15,0.4998384714126587,,
16,0.4998110234737396,,
17,0.49969422817230225,,
18,0.4993545413017273,,
19,0.49896425008773804,,
20,0.4983314573764801,,
21,0.49881571531295776,,
22,0.4973074793815613,,
23,0.4974725842475891,,
24,0.49813640117645264,,
25,0.49769753217697144,,
26,0.4967345595359802,,
27,0.48744434118270874,,
28,0.48655301332473755,,
29,0.4686298370361328,,
30,0.48366209864616394,,
31,0.454411119222641,,
32,0.4583328664302826,,
33,0.4187917411327362,,
34,0.3983879089355469,,
35,0.28899136185646057,,
36,0.32657474279403687,,
37,0.3917170763015747,,
38,0.6228415369987488,,
39,0.39781802892684937,,
40,0.3225463628768921,,
41,0.57278972864151,,
42,0.3134426176548004,,
43,0.5918881893157959,,
44,0.4680179953575134,,
45,0.3974810242652893,,
46,0.38510552048683167,,
47,0.3385595679283142,,
48,0.4201717972755432,,
49,0.3533920347690582,,
50,0.366939902305603,,
51,0.37582796812057495,,
52,0.4644377827644348,,
53,0.3978649377822876,,
54,0.33824604749679565,,
55,0.37052303552627563,,
56,0.33640313148498535,,
57,0.3269604742527008,,
58,0.38591820001602173,,
59,0.32750770449638367,,
60,0.23899607360363007,,
61,0.3094995319843292,,
62,0.2545796036720276,,
63,0.32913896441459656,,
64,0.39536458253860474,,
65,0.3442458510398865,,
66,0.29785045981407166,,
67,0.4038628935813904,,
68,0.28570637106895447,,
69,0.25797194242477417,,
70,0.26502636075019836,,
71,0.3481479287147522,,
72,0.22206132113933563,,
73,0.3016645908355713,,
74,0.21903109550476074,,
75,0.19340594112873077,,
76,0.3260660171508789,,
77,0.24331381916999817,,
78,0.3701968491077423,,
79,0.17238105833530426,,
80,0.3682635724544525,,
81,0.37954995036125183,,
82,0.2310657948255539,,
83,0.2320883423089981,,
84,0.25389546155929565,,
85,0.2481546700000763,,
86,0.2869488596916199,,
87,0.35108137130737305,,
88,0.35468870401382446,,
89,0.29091528058052063,,
90,0.29097992181777954,,
91,0.35490861535072327,,
92,0.39903974533081055,,
93,0.2984446585178375,,
94,0.3114596903324127,,
95,0.2942024767398834,,
96,0.2818896174430847,,
97,0.296129435300827,,
98,0.3500730097293854,,
99,0.3403659760951996,,
100,0.24989688396453857,0.575175767261535,0.9980007199943066
101,0.2996422052383423,,
102,0.43379470705986023,,
103,0.4100126624107361,,
104,0.44490084052085876,,
105,0.16563746333122253,,
106,0.4120607078075409,,
107,0.2120358794927597,,
108,0.20594537258148193,,
109,0.30015280842781067,,
110,0.374297171831131,,
111,0.2977052927017212,,
112,0.30451130867004395,,
113,0.26867663860321045,,
114,0.2833884060382843,,
115,0.2816828191280365,,
116,0.2459665685892105,,
117,0.28402814269065857,,
118,0.2971726953983307,,
119,0.18638016283512115,,
120,0.23977109789848328,,
121,0.18850648403167725,,
122,0.2962457537651062,,
123,0.19561366736888885,,
124,0.2416093349456787,,
125,0.32247868180274963,,
126,0.19368234276771545,,
127,0.266860693693161,,
128,0.27930036187171936,,
129,0.3113284111022949,,
130,0.2127538025379181,,
131,0.25616225600242615,,
132,0.3734147548675537,,
133,0.3470042645931244,,
134,0.24488693475723267,,
135,0.2643882632255554,,
136,0.34310880303382874,,
137,0.24401575326919556,,
138,0.24900367856025696,,
139,0.37665051221847534,,
140,0.39041510224342346,,
141,0.3282833993434906,,
142,0.33351609110832214,,
143,0.31658291816711426,,
144,0.2528770864009857,,
145,0.26031729578971863,,
146,0.37236493825912476,,
147,0.34228575229644775,,
148,0.31716862320899963,,
149,0.288053959608078,,
150,0.3170250654220581,,
151,0.20218701660633087,,
152,0.37982967495918274,,
153,0.26449182629585266,,
154,0.2227243036031723,,
155,0.28803759813308716,,
156,0.29938483238220215,,
157,0.4620424211025238,,
158,0.22297924757003784,,
159,0.19944778084754944,,
160,0.47565943002700806,,
161,0.28522220253944397,,
162,0.24969802796840668,,
163,0.3597939908504486,,
164,0.26557815074920654,,
165,0.26395395398139954,,
166,0.3092433512210846,,
167,0.37936052680015564,,
168,0.3673390746116638,,
169,0.2451413869857788,,
170,0.3204834461212158,,
171,0.21211372315883636,,
172,0.33552706241607666,,
173,0.37868642807006836,,
174,0.36742275953292847,,
175,0.1742810159921646,,
176,0.3177722096443176,,
177,0.30776843428611755,,
178,0.2374712973833084,,
179,0.26370880007743835,,
180,0.16781331598758698,,
181,0.0987890362739563,,
182,0.190183624625206,,
183,0.28946253657341003,,
184,0.11468758434057236,,
185,0.27316105365753174,,
186,0.21371611952781677,,
187,0.19816909730434418,,
188,0.3184868097305298,,
189,0.1282806247472763,,
190,0.27469345927238464,,
191,0.11714980006217957,,
192,0.14752116799354553,,
193,0.41206395626068115,,
194,0.2894318997859955,,
195,0.19785082340240479,,
196,0.23748943209648132,,
197,0.27312755584716797,,
198,0.25009122490882874,,
199,0.19582146406173706,,
200,0.30779141187667847,0.49691307317465544,0.8472306890785695
201,0.2542981207370758,,
202,0.2905222475528717,,
203,0.27424976229667664,,
